Hugo_Symbol	KRAS	EGFR	pval	or	ci.up	ci.low	adjPval
SYNE1	21	3	0.058540715454256	3.33137810946144	18.0638359812949	0.943730575261083	0.969079365598015
ADCY5	9	0	0.0602818783203429	Inf	Inf	0.875327387299458	0.969079365598015
ARMC3	9	0	0.0602818783203429	Inf	Inf	0.875327387299458	0.969079365598015
CLCA4	9	0	0.0602818783203429	Inf	Inf	0.875327387299458	0.969079365598015
GDF10	9	0	0.0602818783203429	Inf	Inf	0.875327387299458	0.969079365598015
HERC1	9	0	0.0602818783203429	Inf	Inf	0.875327387299458	0.969079365598015
IL1RAPL1	9	0	0.0602818783203429	Inf	Inf	0.875327387299458	0.969079365598015
JAK2	9	0	0.0602818783203429	Inf	Inf	0.875327387299458	0.969079365598015
KCNS2	9	0	0.0602818783203429	Inf	Inf	0.875327387299458	0.969079365598015
NOS2	9	0	0.0602818783203429	Inf	Inf	0.875327387299458	0.969079365598015
OR5M3	9	0	0.0602818783203429	Inf	Inf	0.875327387299458	0.969079365598015
PGK2	9	0	0.0602818783203429	Inf	Inf	0.875327387299458	0.969079365598015
SPAM1	9	0	0.0602818783203429	Inf	Inf	0.875327387299458	0.969079365598015
ZIC3	9	0	0.0602818783203429	Inf	Inf	0.875327387299458	0.969079365598015
ZNF835	9	0	0.0602818783203429	Inf	Inf	0.875327387299458	0.969079365598015
ZNF875	9	0	0.0602818783203429	Inf	Inf	0.875327387299458	0.969079365598015
NALCN	27	5	0.0616373149849481	2.6073889435475	9.08368621020693	0.929170532282651	0.969079365598015
RYR1	27	5	0.0616373149849481	2.6073889435475	9.08368621020693	0.929170532282651	0.969079365598015
ANKRD30B	17	2	0.0661473681195782	3.98872588986647	36.5978343658848	0.904198045537212	0.969079365598015
BCORL1	17	2	0.0661473681195782	3.98872588986647	36.5978343658848	0.904198045537212	0.969079365598015
EPHB6	17	2	0.0661473681195782	3.98872588986647	36.5978343658848	0.904198045537212	0.969079365598015
HECTD4	17	2	0.0661473681195782	3.98872588986647	36.5978343658848	0.904198045537212	0.969079365598015
LAMA1	17	2	0.0661473681195782	3.98872588986647	36.5978343658848	0.904198045537212	0.969079365598015
ZNF536	36	8	0.0666290598671663	2.22423806025288	5.89046105464672	0.94075703534107	0.969079365598015
NLRP13	6	7	0.0669756068586125	0.348127665594049	1.26417193070879	0.0925751315778885	0.969079365598015
NLRP4	6	7	0.0669756068586125	0.348127665594049	1.26417193070879	0.0925751315778885	0.969079365598015
ABCB1	13	1	0.0695796162976729	6.01746133468792	260.543722460186	0.869596789179563	0.969079365598015
ALPK2	13	1	0.0695796162976729	6.01746133468792	260.543722460186	0.869596789179563	0.969079365598015
GABRG3	13	1	0.0695796162976729	6.01746133468792	260.543722460186	0.869596789179563	0.969079365598015
PKD1L1	10	10	0.0707638340278454	0.396400001503278	1.12262731227782	0.139792570617346	0.969079365598015
MYH8	23	4	0.0747939402586155	2.73597927220929	11.3408146959236	0.882562789339317	0.969079365598015
CUBN	19	3	0.089057790784381	2.97138938519861	16.2298653221135	0.830800620682296	0.969079365598015
FCGBP	19	3	0.089057790784381	2.97138938519861	16.2298653221135	0.830800620682296	0.969079365598015
HCN1	19	3	0.089057790784381	2.97138938519861	16.2298653221135	0.830800620682296	0.969079365598015
NLRP5	19	3	0.089057790784381	2.97138938519861	16.2298653221135	0.830800620682296	0.969079365598015
OTOF	19	3	0.089057790784381	2.97138938519861	16.2298653221135	0.830800620682296	0.969079365598015
SETBP1	19	3	0.089057790784381	2.97138938519861	16.2298653221135	0.830800620682296	0.969079365598015
TRPS1	19	3	0.089057790784381	2.97138938519861	16.2298653221135	0.830800620682296	0.969079365598015
ZNF804A	19	3	0.089057790784381	2.97138938519861	16.2298653221135	0.830800620682296	0.969079365598015
FAM47B	20	3	0.090745562250366	3.15008068372536	17.1401319854027	0.886833790872188	0.969079365598015
FAT4	25	5	0.0912312748080027	2.37840097358209	8.33067385348205	0.840435852995597	0.969079365598015
FBN2	25	5	0.0912312748080027	2.37840097358209	8.33067385348205	0.840435852995597	0.969079365598015
RGS7	5	6	0.0926955205366412	0.341775889759401	1.39869904810324	0.0794068046756633	0.969079365598015
CSMD1	45	12	0.0957606590462418	1.87008346147596	4.20273798782486	0.885301032128007	0.969079365598015
COL3A1	15	2	0.103064051793645	3.47109607054364	32.1554375567564	0.771895474119346	0.969079365598015
NELL1	15	2	0.103064051793645	3.47109607054364	32.1554375567564	0.771895474119346	0.969079365598015
AMPD1	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
BTRC	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
CILP	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
CPAMD8	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
CRISP3	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
CWH43	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
DCAF8L1	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
DPP10	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
ECPAS	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
GPA33	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
HIVEP1	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
IMPG2	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
ITGB8	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
JCAD	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
KLHL14	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
KMT2B	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
LILRB1	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
MAGEB16	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
MAGEE1	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
MASP1	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
MED1	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
MICAL2	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
MORC1	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
MYO10	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
NBEAL2	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
NETO1	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
OR4N5	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
PARP14	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
PEAK1	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
PTPRO	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
RAD51AP2	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
RUNX1T1	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
SAMSN1	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
SERPINA5	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
TPX2	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
TUBB4A	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
UBE4B	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
VRTN	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
WDR90	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
ZCCHC12	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
ZNF107	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
ZNF248	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
ZNF585B	7	0	0.104936072505948	Inf	Inf	0.632304783777131	0.969079365598015
NPAP1	28	6	0.104968847685084	2.23580263903788	6.95232391659258	0.849420763883808	0.969079365598015
TRPM6	16	2	0.105043955756108	3.7280905637989	34.3667741803166	0.837559787242179	0.969079365598015
TTN	77	25	0.108836128640259	1.65178436933999	3.11280852021117	0.889546287952646	0.969079365598015
ATF7IP	8	0	0.109529123146177	Inf	Inf	0.752810577040645	0.969079365598015
BNC2	8	0	0.109529123146177	Inf	Inf	0.752810577040645	0.969079365598015
C2orf78	8	0	0.109529123146177	Inf	Inf	0.752810577040645	0.969079365598015
CHRM3	8	0	0.109529123146177	Inf	Inf	0.752810577040645	0.969079365598015
DOCK4	8	0	0.109529123146177	Inf	Inf	0.752810577040645	0.969079365598015
GAD2	8	0	0.109529123146177	Inf	Inf	0.752810577040645	0.969079365598015
HOXB3	8	0	0.109529123146177	Inf	Inf	0.752810577040645	0.969079365598015
KLK8	8	0	0.109529123146177	Inf	Inf	0.752810577040645	0.969079365598015
KRT38	8	0	0.109529123146177	Inf	Inf	0.752810577040645	0.969079365598015
LMBRD2	8	0	0.109529123146177	Inf	Inf	0.752810577040645	0.969079365598015
PCDHB14	8	0	0.109529123146177	Inf	Inf	0.752810577040645	0.969079365598015
PCDHGA5	8	0	0.109529123146177	Inf	Inf	0.752810577040645	0.969079365598015
PCSK6	8	0	0.109529123146177	Inf	Inf	0.752810577040645	0.969079365598015
THSD4	8	0	0.109529123146177	Inf	Inf	0.752810577040645	0.969079365598015
TTI1	8	0	0.109529123146177	Inf	Inf	0.752810577040645	0.969079365598015
TUT4	8	0	0.109529123146177	Inf	Inf	0.752810577040645	0.969079365598015
PRUNE2	22	4	0.110688857741575	2.5980787505911	10.8034093856911	0.833517178046942	0.969079365598015
MYH7	21	4	0.111756720529133	2.46217187496364	10.2741044977855	0.785219808458715	0.969079365598015
TNN	21	4	0.111756720529133	2.46217187496364	10.2741044977855	0.785219808458715	0.969079365598015
CDH23	11	1	0.11284648601146	5.0237548735291	220.26996418189	0.703687269876242	0.969079365598015
COL21A1	11	1	0.11284648601146	5.0237548735291	220.26996418189	0.703687269876242	0.969079365598015
FLT1	11	1	0.11284648601146	5.0237548735291	220.26996418189	0.703687269876242	0.969079365598015
FREM2	11	1	0.11284648601146	5.0237548735291	220.26996418189	0.703687269876242	0.969079365598015
LILRA2	11	1	0.11284648601146	5.0237548735291	220.26996418189	0.703687269876242	0.969079365598015
OR2G6	11	1	0.11284648601146	5.0237548735291	220.26996418189	0.703687269876242	0.969079365598015
PCSK5	11	1	0.11284648601146	5.0237548735291	220.26996418189	0.703687269876242	0.969079365598015
RANBP2	11	1	0.11284648601146	5.0237548735291	220.26996418189	0.703687269876242	0.969079365598015
SATB2	11	1	0.11284648601146	5.0237548735291	220.26996418189	0.703687269876242	0.969079365598015
SEMA6D	11	1	0.11284648601146	5.0237548735291	220.26996418189	0.703687269876242	0.969079365598015
SLC6A5	11	1	0.11284648601146	5.0237548735291	220.26996418189	0.703687269876242	0.969079365598015
SLC9A4	11	1	0.11284648601146	5.0237548735291	220.26996418189	0.703687269876242	0.969079365598015
TNRC6A	11	1	0.11284648601146	5.0237548735291	220.26996418189	0.703687269876242	0.969079365598015
CTTNBP2	12	1	0.115404113326148	5.51720793845919	240.269847341527	0.786010573575078	0.969079365598015
DISP3	12	1	0.115404113326148	5.51720793845919	240.269847341527	0.786010573575078	0.969079365598015
DNAH10	12	1	0.115404113326148	5.51720793845919	240.269847341527	0.786010573575078	0.969079365598015
EDIL3	12	1	0.115404113326148	5.51720793845919	240.269847341527	0.786010573575078	0.969079365598015
MAP3K4	12	1	0.115404113326148	5.51720793845919	240.269847341527	0.786010573575078	0.969079365598015
TGM6	12	1	0.115404113326148	5.51720793845919	240.269847341527	0.786010573575078	0.969079365598015
NAV3	31	7	0.119815733600269	2.13748931550316	6.08386395816869	0.859399105518338	0.969079365598015
RIMS2	31	7	0.119815733600269	2.13748931550316	6.08386395816869	0.859399105518338	0.969079365598015
ADAMTS5	7	7	0.13061813928552	0.408499468669278	1.42789277320977	0.116785829209082	0.969079365598015
PROS1	7	7	0.13061813928552	0.408499468669278	1.42789277320977	0.116785829209082	0.969079365598015
APOB	32	8	0.133000681437445	1.91491595358795	5.10924658577213	0.801385352086337	0.969079365598015
FAT3	32	8	0.133000681437445	1.91491595358795	5.10924658577213	0.801385352086337	0.969079365598015
ROBO2	18	3	0.133420709364961	2.79524771256652	15.3342365248634	0.775587749893016	0.969079365598015
TG	18	3	0.133420709364961	2.79524771256652	15.3342365248634	0.775587749893016	0.969079365598015
ZFPM2	18	3	0.133420709364961	2.79524771256652	15.3342365248634	0.775587749893016	0.969079365598015
PSG8	4	5	0.133598851244453	0.331272134769509	1.59428141463535	0.0635715829240536	0.969079365598015
SEZ6L2	4	5	0.133598851244453	0.331272134769509	1.59428141463535	0.0635715829240536	0.969079365598015
ZFYVE26	4	5	0.133598851244453	0.331272134769509	1.59428141463535	0.0635715829240536	0.969079365598015
F8	17	3	0.135235739184277	2.6216006450108	14.4495739122626	0.721149723819404	0.969079365598015
MYH13	17	3	0.135235739184277	2.6216006450108	14.4495739122626	0.721149723819404	0.969079365598015
THSD7A	17	3	0.135235739184277	2.6216006450108	14.4495739122626	0.721149723819404	0.969079365598015
MXRA5	26	6	0.149042915727921	2.04505532906803	6.39250920517541	0.770659989962637	0.969079365598015
XIRP2	38	10	0.155504345575668	1.8473934449573	4.45716254697495	0.829854959222538	0.969079365598015
MGA	8	7	0.157259536191417	0.469629637578118	1.59322491685792	0.141770343644319	0.969079365598015
MYO7B	8	7	0.157259536191417	0.469629637578118	1.59322491685792	0.141770343644319	0.969079365598015
PCNX2	8	7	0.157259536191417	0.469629637578118	1.59322491685792	0.141770343644319	0.969079365598015
WDFY3	8	7	0.157259536191417	0.469629637578118	1.59322491685792	0.141770343644319	0.969079365598015
ABCC11	14	2	0.157784778860162	3.21766538221514	29.9873365290183	0.707209956818376	0.969079365598015
LTBP2	14	2	0.157784778860162	3.21766538221514	29.9873365290183	0.707209956818376	0.969079365598015
PRKDC	14	2	0.157784778860162	3.21766538221514	29.9873365290183	0.707209956818376	0.969079365598015
SLITRK3	14	2	0.157784778860162	3.21766538221514	29.9873365290183	0.707209956818376	0.969079365598015
ADAMTS12	29	7	0.165469680721841	1.96893843948513	5.63006716550499	0.786333979109547	0.969079365598015
PCDH11X	28	7	0.167133779203791	1.88660668375216	5.40772944811413	0.750616067317222	0.969079365598015
AGBL1	5	5	0.174038065373993	0.416299092550185	1.87641297278104	0.0922965115598476	0.969079365598015
AXDND1	5	5	0.174038065373993	0.416299092550185	1.87641297278104	0.0922965115598476	0.969079365598015
CLEC4F	5	5	0.174038065373993	0.416299092550185	1.87641297278104	0.0922965115598476	0.969079365598015
DYNC2H1	5	5	0.174038065373993	0.416299092550185	1.87641297278104	0.0922965115598476	0.969079365598015
HTR1E	5	5	0.174038065373993	0.416299092550185	1.87641297278104	0.0922965115598476	0.969079365598015
PDHA2	5	5	0.174038065373993	0.416299092550185	1.87641297278104	0.0922965115598476	0.969079365598015
PREX2	5	5	0.174038065373993	0.416299092550185	1.87641297278104	0.0922965115598476	0.969079365598015
SLCO1B7	5	5	0.174038065373993	0.416299092550185	1.87641297278104	0.0922965115598476	0.969079365598015
TRIM72	5	5	0.174038065373993	0.416299092550185	1.87641297278104	0.0922965115598476	0.969079365598015
ACTN2	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
ATP8B4	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
CNGB3	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
FLNA	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
FMO1	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
FNDC1	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
FZD10	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
GNAS	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
IGSF1	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
KIAA1549L	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
MYH11	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
NCOR2	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
NLRP2	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
OR2M5	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
OR5W2	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
PARD3B	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
PCDHA6	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
PCDHB4	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
PCDHGB1	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
PCDHGB2	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
POLA1	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
POTEF	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
POTEG	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
PTPRH	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
SLC6A15	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
TANC1	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
TRIM51	10	1	0.1797264446022	4.53696120628257	200.538569008765	0.622627634840938	0.969079365598015
ABCA3	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
AFG2A	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
AGO3	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
AKAP3	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
AKAP4	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
ALG10	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
ANKLE2	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
AOC1	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
ARFGEF1	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
ATXN2L	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
CABS1	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
CAMSAP1	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
CCDC158	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
CCDC88A	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
CES1	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
CNTN6	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
COL16A1	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
CRIM1	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
CUX1	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
DCLRE1A	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
DMRT3	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
DOCK11	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
DSC3	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
ESRRG	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
EYA1	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
EYA4	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
FAN1	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
FCRLA	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
FRMD6	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
GALNT3	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
GHR	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
GPR148	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
GRIK5	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
GUCY1A2	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
HAS2	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
HAUS7	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
IGKV1-16	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
IQSEC2	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
ITIH2	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
ITPR1	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
KCNJ3	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
KCNJ8	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
KLK5	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
LRRC32	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
LRRC4B	6	0	0.181628518332554	Inf	Inf	0.514032579185941	0.969079365598015
